Date	Open	High	Low	Close*	Adj Close**	Volume
Jun 08, 2021	255.16	256.01	252.51	252.57	248.13	22,455,000
Jun 07, 2021	249.98	254.09	249.81	253.81	249.34	23,079,200
Jun 04, 2021	247.76	251.65	247.51	250.79	246.38	25,281,100
Jun 03, 2021	245.22	246.34	243.00	245.71	241.39	25,307,700
Jun 02, 2021	248.13	249.27	245.84	247.30	242.95	19,406,700
Jun 01, 2021	251.23	251.29	246.96	247.40	243.05	23,213,300
May 28, 2021	251.00	252.08	249.56	249.68	245.29	18,270,200
May 27, 2021	251.17	251.48	249.25	249.31	244.92	24,426,200
May 26, 2021	251.43	252.94	250.75	251.49	247.06	17,771,600
May 25, 2021	251.77	252.75	250.82	251.72	247.29	17,704,300
May 24, 2021	247.79	251.16	247.51	250.78	246.37	21,411,500
May 21, 2021	247.57	248.33	244.74	245.17	240.86	21,863,100
May 20, 2021	243.96	247.95	243.86	246.48	242.14	21,800,700
May 19, 2021	239.31	243.23	238.60	243.12	238.84	25,739,800
May 18, 2021	246.27	246.41	242.90	243.08	238.25	20,168,000
May 17, 2021	246.55	246.59	243.52	245.18	240.31	24,970,200
May 14, 2021	245.58	249.18	245.49	248.15	243.22	23,901,100
May 13, 2021	241.80	245.60	241.42	243.03	238.20	29,624,300
May 12, 2021	242.17	244.38	238.07	239.00	234.25	36,684,400
May 11, 2021	244.55	246.60	242.57	246.23	241.34	33,641,600
May 10, 2021	250.87	251.73	247.12	247.18	242.27	29,299,900
May 07, 2021	252.15	254.30	251.17	252.46	247.45	27,032,900
May 06, 2021	246.45	249.86	244.69	249.73	244.77	26,491,100
May 05, 2021	249.06	249.50	245.82	246.47	241.58	21,901,300
May 04, 2021	250.97	251.21	245.76	247.79	242.87	32,756,100
May 03, 2021	253.40	254.35	251.12	251.86	246.86	19,626,600
Apr 30, 2021	249.74	253.08	249.60	252.18	247.17	30,945,100
Apr 29, 2021	255.46	256.10	249.00	252.51	247.50	40,589,000
Apr 28, 2021	256.08	256.54	252.95	254.56	249.50	46,903,100
Apr 27, 2021	261.58	263.19	260.12	261.97	256.77	31,014,200
Apr 26, 2021	261.66	262.44	260.17	261.55	256.36	19,763,300
Apr 23, 2021	257.88	261.51	257.27	261.15	255.96	21,462,600
Apr 22, 2021	260.21	261.78	255.64	257.17	252.06	25,606,200
Apr 21, 2021	258.94	260.68	257.25	260.58	255.41	24,030,400
Apr 20, 2021	257.82	260.20	256.84	258.26	253.13	19,722,900
Apr 19, 2021	260.19	261.48	257.82	258.74	253.60	23,209,300
Apr 16, 2021	259.47	261.00	257.60	260.74	255.56	24,878,600
Apr 15, 2021	257.93	259.93	257.73	259.50	254.35	25,627,500
Apr 14, 2021	257.48	258.83	255.16	255.59	250.51	23,070,900
Apr 13, 2021	257.26	259.19	256.83	258.49	253.36	23,837,500
Apr 12, 2021	254.71	257.67	254.62	255.91	250.83	27,148,700
Apr 09, 2021	252.87	255.99	252.44	255.85	250.77	24,326,800
Apr 08, 2021	252.77	254.14	252.00	253.25	248.22	23,625,200
Apr 07, 2021	247.81	250.93	247.19	249.90	244.94	22,719,800
Apr 06, 2021	247.61	249.40	246.88	247.86	242.94	22,931,900
Apr 05, 2021	242.76	249.96	242.70	249.07	244.12	36,910,600
Apr 01, 2021	238.47	242.84	238.05	242.35	237.54	30,338,000
Mar 31, 2021	232.91	239.10	232.39	235.77	231.09	43,623,500
Mar 30, 2021	233.53	233.85	231.10	231.85	227.25	24,792,000
Mar 29, 2021	236.59	236.80	231.88	235.24	230.57	25,227,500
Mar 26, 2021	231.55	236.71	231.55	236.48	231.78	25,479,900
Mar 25, 2021	235.30	236.94	231.57	232.34	227.73	34,061,900
Mar 24, 2021	237.85	238.00	235.32	235.46	230.78	25,620,100
Mar 23, 2021	237.49	241.05	237.07	237.58	232.86	31,638,400
Mar 22, 2021	230.27	236.90	230.14	235.99	231.30	30,127,000
Mar 19, 2021	231.02	232.47	229.35	230.35	225.78	46,430,700
Mar 18, 2021	232.56	234.19	230.33	230.72	226.14	34,833,000
Mar 17, 2021	236.15	238.55	233.23	237.04	232.33	29,562,100
Mar 16, 2021	236.28	240.06	235.94	237.71	232.99	28,092,200
Mar 15, 2021	234.96	235.19	231.81	234.81	230.15	26,034,900
Mar 12, 2021	234.01	235.82	233.23	235.75	231.07	22,653,700
Mar 11, 2021	234.96	239.17	234.31	237.13	232.42	29,907,600
Mar 10, 2021	237.00	237.00	232.04	232.42	227.80	29,746,800
Mar 09, 2021	232.88	235.38	231.67	233.78	229.14	33,080,500
Mar 08, 2021	231.37	233.37	227.13	227.39	222.87	35,267,400
Mar 05, 2021	229.52	233.27	226.46	231.60	227.00	41,872,800
Mar 04, 2021	226.74	232.49	224.26	226.73	222.23	44,727,800
Mar 03, 2021	232.16	233.58	227.26	227.56	223.04	34,029,500
Mar 02, 2021	237.01	237.30	233.45	233.87	229.23	22,812,500
Mar 01, 2021	235.90	237.47	233.15	236.94	232.23	25,324,000
Feb 26, 2021	231.53	235.37	229.54	232.38	227.77	37,819,200
Feb 25, 2021	232.08	234.59	227.88	228.99	224.44	39,542,200
Feb 24, 2021	230.01	235.20	229.00	234.55	229.89	26,339,700
Feb 23, 2021	230.33	234.83	228.73	233.27	228.64	30,228,700
Feb 22, 2021	237.42	237.93	232.40	234.51	229.85	36,446,900
Feb 19, 2021	243.75	243.86	240.18	240.97	236.18	25,262,600
Feb 18, 2021	241.80	243.93	240.86	243.79	238.95	16,925,600
Feb 17, 2021	241.32	244.31	240.94	244.20	239.35	21,653,500
Feb 16, 2021	245.03	246.13	242.92	243.70	238.31	26,728,500
Feb 12, 2021	243.93	245.30	242.73	244.99	239.57	16,561,100
Feb 11, 2021	244.78	245.15	242.15	244.49	239.08	15,751,100
Feb 10, 2021	245.00	245.92	240.89	242.82	237.45	22,186,700
Feb 09, 2021	241.87	244.76	241.38	243.77	238.38	23,565,000
Feb 08, 2021	243.15	243.68	240.81	242.47	237.11	22,211,900
Feb 05, 2021	242.23	243.28	240.42	242.20	236.84	18,054,800
Feb 04, 2021	242.66	243.24	240.37	242.01	236.66	25,296,100
Feb 03, 2021	239.57	245.09	239.26	243.00	237.63	27,158,100
Feb 02, 2021	241.30	242.31	238.69	239.51	234.21	25,916,300
Feb 01, 2021	235.06	242.50	232.43	239.65	234.35	33,314,200
Jan 29, 2021	235.99	238.02	231.35	231.96	226.83	42,503,100
Jan 28, 2021	235.61	242.64	235.09	238.93	233.65	49,111,200
Jan 27, 2021	238.00	240.44	230.14	232.90	227.75	69,870,600
Jan 26, 2021	231.86	234.18	230.08	232.33	227.19	49,169,600
Jan 25, 2021	229.12	229.78	224.22	229.53	224.45	33,152,100
Jan 22, 2021	227.08	230.07	225.80	225.95	220.95	30,172,700
Jan 21, 2021	224.70	226.30	222.42	224.97	220.00	30,709,400
Jan 20, 2021	217.70	225.79	217.29	224.34	219.38	37,777,300
Jan 19, 2021	213.75	216.98	212.63	216.44	211.65	30,480,900
Jan 15, 2021	213.52	214.51	212.03	212.65	207.95	31,746,500
Jan 14, 2021	215.91	217.46	212.74	213.02	208.31	29,480,800
Jan 13, 2021	214.02	216.76	213.93	216.34	211.56	20,087,100
Jan 12, 2021	216.50	217.10	213.32	214.93	210.18	23,249,300
Jan 11, 2021	218.47	218.91	216.73	217.49	212.68	23,031,300
Jan 08, 2021	218.68	220.58	217.03	219.62	214.76	22,956,200
Jan 07, 2021	214.04	219.34	213.71	218.29	213.46	27,694,500
Jan 06, 2021	212.17	216.49	211.94	212.25	207.56	35,930,700
Jan 05, 2021	217.26	218.52	215.70	217.90	213.08	23,823,000
Jan 04, 2021	222.53	223.00	214.81	217.69	212.88	37,130,100
Dec 31, 2020	221.70	223.00	219.68	222.42	217.50	20,942,100
Dec 30, 2020	225.23	225.63	221.47	221.68	216.78	20,272,300
Dec 29, 2020	226.31	227.18	223.58	224.15	219.19	17,403,200
Dec 28, 2020	224.45	226.03	223.02	224.96	219.99	17,933,500
Dec 24, 2020	221.42	223.61	221.20	222.75	217.82	10,550,600
Dec 23, 2020	223.11	223.56	220.80	221.02	216.13	18,699,600
Dec 22, 2020	222.69	225.63	221.85	223.94	218.99	22,612,200
Dec 21, 2020	217.55	224.00	217.28	222.59	217.67	37,181,900
Dec 18, 2020	218.59	219.69	216.02	218.59	213.76	63,354,900
Dec 17, 2020	219.87	220.89	217.92	219.42	214.57	32,515,800
Dec 16, 2020	214.75	220.11	214.72	219.28	214.43	35,023,300
Dec 15, 2020	215.17	215.42	212.24	214.13	209.40	27,000,600
Dec 14, 2020	213.10	216.21	212.88	214.20	209.46	28,798,400
Dec 11, 2020	210.05	213.32	209.11	213.26	208.54	30,979,400
Dec 10, 2020	211.77	213.08	210.36	210.52	205.87	26,733,300
Dec 09, 2020	215.16	215.23	211.21	211.80	207.12	32,440,600
Dec 08, 2020	213.97	216.95	212.89	216.01	211.23	23,284,100
Dec 07, 2020	214.37	215.54	212.99	214.29	209.55	24,620,000
Dec 04, 2020	214.22	215.38	213.18	214.36	209.62	24,666,000
Dec 03, 2020	214.61	216.38	213.65	214.24	209.50	25,120,900
Dec 02, 2020	214.88	215.47	212.80	215.37	210.61	23,724,500
Dec 01, 2020	214.51	217.32	213.35	216.21	211.43	30,904,500
Nov 30, 2020	214.10	214.76	210.84	214.07	209.34	33,064,800
Nov 27, 2020	214.85	216.27	214.04	215.23	210.47	14,512,200
Nov 25, 2020	215.11	215.29	212.46	213.87	209.14	21,012,900
Nov 24, 2020	209.59	214.25	208.86	213.86	209.13	33,979,700
Nov 23, 2020	210.95	212.29	208.16	210.11	205.46	25,683,500
Nov 20, 2020	212.20	213.29	210.00	210.39	205.74	22,843,100
Nov 19, 2020	211.38	213.03	209.93	212.42	207.72	24,792,700
Nov 18, 2020	213.65	215.17	210.93	211.08	206.41	28,372,800
Nov 17, 2020	216.10	217.68	214.08	214.46	209.17	24,154,100
Nov 16, 2020	214.87	217.74	214.52	217.23	211.87	24,953,300
Nov 13, 2020	216.36	217.42	214.16	216.51	211.17	18,621,100
Nov 12, 2020	217.21	219.11	214.46	215.44	210.13	21,593,900
Nov 11, 2020	212.39	218.04	212.20	216.55	211.21	29,440,800
Nov 10, 2020	214.50	216.50	209.72	211.01	205.81	44,045,100
Nov 09, 2020	224.44	228.12	217.88	218.39	213.00	44,395,000
Nov 06, 2020	222.26	224.36	218.03	223.72	218.20	25,231,900
Nov 05, 2020	222.04	224.12	221.15	223.29	217.78	36,080,100
Nov 04, 2020	214.02	218.32	212.42	216.39	211.05	42,311,800
Nov 03, 2020	203.89	208.12	203.12	206.43	201.34	27,512,000
Nov 02, 2020	204.29	205.28	200.12	202.33	197.34	30,842,200
Oct 30, 2020	203.50	204.29	199.62	202.47	197.48	36,953,700
Oct 29, 2020	204.07	207.36	203.37	204.72	199.67	31,432,600
Oct 28, 2020	207.67	208.84	202.10	202.68	197.68	51,195,600
Oct 27, 2020	211.59	214.67	210.33	213.25	207.99	36,700,300
Oct 26, 2020	213.85	216.34	208.10	210.08	204.90	37,111,600
Oct 23, 2020	215.03	216.28	213.16	216.23	210.90	18,879,600
Oct 22, 2020	213.93	216.06	211.70	214.89	209.59	22,351,500
Oct 21, 2020	213.12	216.92	213.12	214.80	209.50	22,724,900
Oct 20, 2020	215.80	217.37	213.09	214.65	209.36	22,753,500
Oct 19, 2020	220.42	222.30	213.72	214.22	208.94	27,625,800
Oct 16, 2020	220.15	222.29	219.32	219.66	214.24	26,057,900
Oct 15, 2020	217.10	220.36	216.01	219.66	214.24	22,733,100
Oct 14, 2020	223.00	224.22	219.13	220.86	215.41	23,421,700
Oct 13, 2020	222.72	225.21	220.43	222.86	217.36	28,950,800
Oct 12, 2020	218.79	223.86	216.81	221.40	215.94	40,461,400
Oct 09, 2020	211.23	215.86	211.23	215.81	210.49	26,458,000
Oct 08, 2020	210.51	211.19	208.32	210.58	205.39	19,925,800
Oct 07, 2020	207.06	210.11	206.72	209.83	204.65	25,681,100
Oct 06, 2020	208.82	210.18	204.82	205.91	200.83	28,554,300
Oct 05, 2020	207.22	210.41	206.98	210.38	205.19	21,331,600
Oct 02, 2020	208.00	210.99	205.54	206.19	201.10	33,154,800
Oct 01, 2020	213.49	213.99	211.32	212.46	207.22	27,158,400
Sep 30, 2020	207.73	211.98	206.54	210.33	205.14	33,829,100
Sep 29, 2020	209.35	210.07	206.81	207.26	202.15	24,221,900
Sep 28, 2020	210.88	212.57	208.06	209.44	204.27	32,004,900
Sep 25, 2020	203.55	209.04	202.54	207.82	202.69	29,437,300
Sep 24, 2020	199.85	205.57	199.20	203.19	198.18	31,202,500
Sep 23, 2020	207.90	208.10	200.03	200.59	195.64	30,803,800
Sep 22, 2020	205.06	208.10	202.08	207.42	202.30	33,517,100
Sep 21, 2020	197.19	202.71	196.38	202.54	197.54	39,839,700
Sep 18, 2020	202.80	203.65	196.25	200.39	195.45	55,225,300
Sep 17, 2020	200.05	204.33	199.96	202.91	197.91	34,011,300
Sep 16, 2020	210.62	210.65	204.64	205.05	199.99	26,328,100
Sep 15, 2020	208.42	209.78	206.93	208.78	203.63	21,823,900
Sep 14, 2020	204.24	209.20	204.03	205.41	200.34	30,375,800
Sep 11, 2020	207.20	208.63	201.24	204.03	199.00	33,620,100
Sep 10, 2020	213.40	214.74	204.11	205.37	200.30	35,461,500
Sep 09, 2020	207.60	214.84	206.70	211.29	206.08	45,679,000
Sep 08, 2020	206.50	210.03	202.20	202.66	197.66	52,924,300
Sep 04, 2020	215.10	218.36	205.19	214.25	208.97	59,664,100
Sep 03, 2020	229.27	229.31	214.96	217.30	211.94	58,400,300
Sep 02, 2020	227.97	232.86	227.35	231.65	225.94	34,080,800
Sep 01, 2020	225.51	227.45	224.43	227.27	221.66	25,725,500
Aug 31, 2020	227.00	228.70	224.31	225.53	219.97	28,774,200
Aug 28, 2020	228.18	230.64	226.58	228.91	223.26	26,292,900
Aug 27, 2020	222.89	231.15	219.40	226.58	220.99	57,602,200
Aug 26, 2020	217.88	222.09	217.36	221.15	215.70	39,600,800
Aug 25, 2020	213.10	216.61	213.10	216.47	211.13	23,043,700
Aug 24, 2020	214.79	215.52	212.43	213.69	208.42	25,460,100
Aug 21, 2020	213.86	216.25	212.85	213.02	207.77	36,249,300
Aug 20, 2020	209.54	215.00	208.91	214.58	209.29	26,981,500
Aug 19, 2020	211.49	212.10	209.25	209.70	204.53	27,627,600
Aug 18, 2020	210.53	212.36	209.21	211.49	205.78	21,336,200
Aug 17, 2020	209.60	211.19	208.92	210.28	204.60	20,184,800
Aug 14, 2020	208.76	209.59	207.51	208.90	203.26	17,958,900
Aug 13, 2020	209.44	211.35	208.15	208.70	203.06	22,588,900
Aug 12, 2020	205.29	210.28	204.75	209.19	203.54	28,013,100
Aug 11, 2020	207.16	207.65	203.14	203.38	197.89	36,446,500
Aug 10, 2020	211.67	211.88	206.35	208.25	202.62	36,716,500
Aug 07, 2020	214.85	215.70	210.93	212.48	206.74	27,820,400
Aug 06, 2020	212.34	216.37	211.55	216.35	210.50	32,656,800
Aug 05, 2020	214.90	215.00	211.57	212.94	207.19	28,806,400
Aug 04, 2020	214.17	214.77	210.31	213.29	207.53	49,280,100
Aug 03, 2020	211.52	217.64	210.44	216.54	210.69	78,983,000
Jul 31, 2020	204.40	205.10	199.01	205.01	199.47	51,044,000
Jul 30, 2020	201.00	204.46	199.57	203.90	198.39	25,079,600
Jul 29, 2020	202.50	204.65	202.01	204.06	198.55	19,632,600
Jul 28, 2020	203.61	204.70	201.74	202.02	196.56	23,251,400
Jul 27, 2020	201.47	203.97	200.86	203.85	198.34	30,160,900
Jul 24, 2020	200.42	202.86	197.51	201.30	195.86	39,827,000
Jul 23, 2020	207.19	210.92	202.15	202.54	197.07	67,457,000
Jul 22, 2020	209.20	212.30	208.39	211.75	206.03	49,605,700
Jul 21, 2020	213.66	213.94	208.03	208.75	203.11	37,990,400
Jul 20, 2020	205.00	212.30	203.01	211.60	205.88	36,884,800
Jul 17, 2020	204.47	205.04	201.39	202.88	197.40	31,635,300
Jul 16, 2020	205.40	205.70	202.31	203.92	198.41	29,940,700
Jul 15, 2020	209.56	211.33	205.03	208.04	202.42	32,179,400
Jul 14, 2020	206.13	208.85	202.03	208.35	202.72	37,591,800
Jul 13, 2020	214.48	215.80	206.50	207.07	201.48	38,135,600
Jul 10, 2020	213.62	214.08	211.08	213.67	207.90	26,177,600
Jul 09, 2020	216.33	216.38	211.47	214.32	208.53	33,121,700
Jul 08, 2020	210.07	213.26	208.69	212.83	207.08	33,600,000
Jul 07, 2020	210.45	214.67	207.99	208.25	202.62	33,600,700
Jul 06, 2020	208.83	211.13	208.09	210.70	205.01	31,897,600
Jul 02, 2020	205.68	208.02	205.00	206.26	200.69	29,315,800
Jul 01, 2020	203.14	206.35	201.77	204.70	199.17	32,061,200
Jun 30, 2020	197.88	204.40	197.74	203.51	198.01	34,310,300
Jun 29, 2020	195.78	198.53	193.55	198.44	193.08	26,701,600
Jun 26, 2020	199.73	199.89	194.88	196.33	191.03	54,675,800
Jun 25, 2020	197.80	200.61	195.47	200.34	194.93	27,803,900
Jun 24, 2020	201.60	203.25	196.56	197.84	192.50	36,740,600
Jun 23, 2020	202.09	203.95	201.43	201.91	196.46	30,917,400
Jun 22, 2020	195.79	200.76	195.23	200.57	195.15	32,818,900
Jun 19, 2020	198.59	199.29	194.37	195.15	189.88	44,441,100
Jun 18, 2020	194.00	196.49	194.00	196.32	191.02	23,061,600
Jun 17, 2020	195.03	196.32	193.69	194.24	188.99	25,687,800
Jun 16, 2020	192.89	195.58	191.46	193.57	188.34	42,556,700
Jun 15, 2020	184.58	190.82	184.01	188.94	183.84	32,770,200
Jun 12, 2020	190.54	191.72	185.18	187.74	182.67	43,373,600
Jun 11, 2020	193.13	195.76	186.07	186.27	181.24	52,854,700
Jun 10, 2020	191.13	198.52	191.01	196.84	191.52	43,872,300
Jun 09, 2020	188.00	190.70	187.26	189.80	184.67	29,783,900
Jun 08, 2020	185.94	188.55	184.44	188.36	183.27	33,211,600
Jun 05, 2020	182.62	187.73	182.01	187.20	182.14	39,893,600
Jun 04, 2020	184.30	185.84	182.30	182.92	177.98	28,761,800
Jun 03, 2020	184.82	185.94	183.58	185.36	180.35	27,311,000
Jun 02, 2020	184.25	185.00	181.35	184.91	179.91	30,794,600
Jun 01, 2020	182.54	183.00	181.46	182.83	177.89	22,622,400
May 29, 2020	182.73	184.27	180.41	183.25	178.30	42,130,400
May 28, 2020	180.74	184.15	180.38	181.40	176.50	33,810,200
May 27, 2020	180.20	181.99	176.60	181.81	176.90	39,517,100
May 26, 2020	186.34	186.50	181.10	181.57	176.66	36,073,600
May 22, 2020	183.19	184.46	182.54	183.51	178.55	20,826,900
May 21, 2020	185.40	186.67	183.29	183.43	178.47	29,119,500
May 20, 2020	184.81	185.85	183.94	185.66	180.64	31,261,300
May 19, 2020	185.03	186.60	183.49	183.63	178.17	26,799,100
May 18, 2020	185.75	186.20	183.96	184.91	179.41	35,264,500
May 15, 2020	179.06	187.06	177.00	183.16	177.72	46,610,400
May 14, 2020	177.54	180.69	175.68	180.53	175.16	41,873,900
May 13, 2020	182.55	184.05	176.54	179.75	174.41	44,711,500
May 12, 2020	186.80	187.04	182.30	182.51	177.09	32,038,200
May 11, 2020	183.15	187.51	182.85	186.74	181.19	30,892,700
May 08, 2020	184.98	185.00	183.36	184.68	179.19	30,877,800
May 07, 2020	184.17	184.55	182.58	183.60	178.14	28,316,000
May 06, 2020	182.08	184.20	181.63	182.54	177.12	32,139,300
May 05, 2020	180.62	183.65	179.90	180.76	175.39	36,839,200
May 04, 2020	174.49	179.00	173.80	178.84	173.53	30,372,900
May 01, 2020	175.80	178.64	174.01	174.57	169.38	39,370,500
Apr 30, 2020	180.00	180.40	176.23	179.21	173.88	53,875,900
Apr 29, 2020	173.22	177.68	171.88	177.43	172.16	51,286,600
Apr 28, 2020	175.59	175.67	169.39	169.81	164.76	34,392,700
Apr 27, 2020	176.59	176.90	173.30	174.05	168.88	33,194,400
Apr 24, 2020	172.06	174.56	170.71	174.55	169.36	34,277,600
Apr 23, 2020	174.11	175.06	170.91	171.42	166.33	32,790,800
Apr 22, 2020	171.39	174.00	170.82	173.52	168.36	34,620,200
Apr 21, 2020	173.50	173.67	166.11	167.82	162.83	56,203,700
Apr 20, 2020	176.63	178.75	174.99	175.06	169.86	36,669,600
Apr 17, 2020	179.50	180.00	175.87	178.60	173.29	52,765,600
Apr 16, 2020	174.30	177.28	172.90	177.04	171.78	50,479,600
Apr 15, 2020	171.20	173.57	169.24	171.88	166.77	40,940,800
Apr 14, 2020	169.00	173.75	168.00	173.70	168.54	52,874,300
Apr 13, 2020	164.35	165.57	162.30	165.51	160.59	41,905,300
Apr 09, 2020	166.36	167.37	163.33	165.14	160.23	51,385,100
Apr 08, 2020	165.67	166.67	163.50	165.13	160.22	48,318,200
Apr 07, 2020	169.59	170.00	163.26	163.49	158.63	62,769,000
Apr 06, 2020	160.32	166.50	157.58	165.27	160.36	67,111,700
Apr 03, 2020	155.10	157.38	152.19	153.83	149.26	41,243,300
Apr 02, 2020	151.86	155.48	150.36	155.26	150.65	49,630,700
Apr 01, 2020	153.00	157.75	150.82	152.11	147.59	57,969,900
Mar 31, 2020	159.40	164.78	156.56	157.71	153.02	77,927,200
Mar 30, 2020	152.44	160.60	150.01	160.23	155.47	63,420,300
Mar 27, 2020	151.75	154.89	149.20	149.70	145.25	57,042,300
Mar 26, 2020	148.40	156.66	148.37	156.11	151.47	64,568,100
Mar 25, 2020	148.91	154.33	144.44	146.92	142.55	75,638,200
Mar 24, 2020	143.75	149.60	141.27	148.34	143.93	82,516,700
Mar 23, 2020	137.01	140.57	132.52	135.98	131.94	78,975,200
Mar 20, 2020	146.00	147.10	135.86	137.35	133.27	84,866,200
Mar 19, 2020	142.77	150.15	139.00	142.71	138.47	85,922,700
Mar 18, 2020	138.00	146.00	135.02	140.40	136.23	81,593,200
Mar 17, 2020	140.00	147.50	135.00	146.57	142.21	81,059,800
Mar 16, 2020	140.00	149.35	135.00	135.42	131.40	87,905,900
Mar 13, 2020	147.50	161.91	140.73	158.83	154.11	92,727,400
Mar 12, 2020	145.30	153.47	138.58	139.06	134.93	93,226,400
Mar 11, 2020	157.13	157.70	151.15	153.63	149.06	56,371,600
Mar 10, 2020	158.16	161.03	152.58	160.92	156.14	65,354,400
Mar 09, 2020	151.00	157.75	150.00	150.62	146.14	70,419,300
Mar 06, 2020	162.61	163.11	156.00	161.57	156.77	72,821,100
Mar 05, 2020	166.05	170.87	165.69	166.27	161.33	47,817,300
Mar 04, 2020	168.49	170.70	165.62	170.55	165.48	49,814,400
Mar 03, 2020	173.80	175.00	162.26	164.51	159.62	71,677,000
Mar 02, 2020	165.31	172.92	162.31	172.79	167.65	71,030,800
Feb 28, 2020	152.41	163.71	152.00	162.01	157.20	97,012,700
Feb 27, 2020	163.32	167.03	157.98	158.18	153.48	93,174,900
Feb 26, 2020	169.71	173.26	168.21	170.17	165.11	56,206,100
Feb 25, 2020	174.20	174.84	167.65	168.07	163.08	68,073,300
Feb 24, 2020	167.77	174.55	163.23	170.89	165.81	68,311,100
Feb 21, 2020	183.17	183.50	177.25	178.59	173.28	48,572,600
Feb 20, 2020	186.95	187.25	181.10	184.42	178.94	36,862,400
Feb 19, 2020	188.06	188.18	186.47	187.28	181.71	29,997,500
Feb 18, 2020	185.61	187.70	185.50	187.23	181.17	27,792,200
Feb 14, 2020	183.25	185.41	182.65	185.35	179.35	23,149,500
Feb 13, 2020	183.08	186.23	182.87	183.71	177.76	35,295,800
Feb 12, 2020	185.58	185.85	181.85	184.71	178.73	47,062,900
Feb 11, 2020	190.65	190.70	183.50	184.44	178.47	53,159,900
Feb 10, 2020	183.58	188.84	183.25	188.70	182.59	35,844,300
Feb 07, 2020	182.85	185.63	182.48	183.89	177.94	33,529,100
Feb 06, 2020	180.97	183.82	180.06	183.63	177.69	27,751,400
Feb 05, 2020	184.03	184.20	178.41	179.90	174.08	39,186,300
Feb 04, 2020	177.14	180.64	176.31	180.12	174.29	36,433,300
Feb 03, 2020	170.43	174.50	170.40	174.38	168.74	30,107,000
Jan 31, 2020	172.21	172.40	169.58	170.23	164.72	36,142,700
Jan 30, 2020	174.05	174.05	170.79	172.78	167.19	51,597,500
Jan 29, 2020	167.84	168.75	165.69	168.04	162.60	34,754,500
Jan 28, 2020	163.78	165.76	163.07	165.46	160.11	24,899,900
Jan 27, 2020	161.15	163.38	160.20	162.28	157.03	32,078,100
Jan 24, 2020	167.51	167.53	164.45	165.04	159.70	24,918,100
Jan 23, 2020	166.19	166.80	165.27	166.72	161.32	19,680,800
Jan 22, 2020	167.40	167.49	165.68	165.70	160.34	24,138,800
Jan 21, 2020	166.68	168.19	166.43	166.50	161.11	29,517,200
Jan 17, 2020	167.42	167.47	165.43	167.10	161.69	34,371,700
Jan 16, 2020	164.35	166.24	164.03	166.17	160.79	23,865,400
Jan 15, 2020	162.62	163.94	162.57	163.18	157.90	21,417,900
Jan 14, 2020	163.39	163.60	161.72	162.13	156.88	23,477,400
Jan 13, 2020	161.76	163.31	161.26	163.28	158.00	21,626,500
Jan 10, 2020	162.82	163.22	161.18	161.34	156.12	20,725,900
Jan 09, 2020	161.84	162.22	161.03	162.09	156.84	21,385,000
Jan 08, 2020	158.93	160.80	157.95	160.09	154.91	27,746,500
Jan 07, 2020	159.32	159.67	157.32	157.58	152.48	21,634,100
Jan 06, 2020	157.08	159.10	156.51	159.03	153.88	20,813,700
Jan 03, 2020	158.32	159.95	158.06	158.62	153.49	21,116,200
Jan 02, 2020	158.78	160.73	158.33	160.62	155.42	22,622,100
